Group,Channels_1,Channels_2,Layer,Start,End,Duration
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,8219,8276,57
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,8484,8506,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,8543,8634,91
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,8635,8684,49
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,8687,8711,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,8737,8759,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,8785,8860,75
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,8862,8892,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,8907,8929,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,8962,8994,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,9019,9055,36
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,9077,9150,73
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,9216,9257,41
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,9330,9398,68
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,9519,9565,46
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,9569,9591,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,9638,9738,100
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,9741,9771,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,9797,9836,39
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,9858,9931,73
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,9940,9972,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,9991,10017,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,10034,10121,87
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,10144,10170,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,10187,10237,50
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,10338,10386,48
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,10440,10480,40
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,10520,10553,33
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,10597,10695,98
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,10697,10723,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,10759,10782,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,10806,10852,46
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,10864,10918,54
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,11011,11083,72
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,11084,11110,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,11134,11159,25
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,11234,11260,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,11261,11291,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,11292,11517,225
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,11518,11600,82
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,11601,11692,91
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,11693,11754,61
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,11784,11818,34
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,11824,11847,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,11864,11955,91
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,11974,12003,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,12004,12060,56
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,12140,12198,58
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,12215,12245,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,12281,12338,57
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,12358,12388,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,12406,12435,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,12436,12510,74
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,12535,12566,31
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,12601,12660,59
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,12661,12701,40
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,12702,12769,67
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,12811,12935,124
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,12961,13016,55
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,13023,14403,1380
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,14404,14963,559
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,14964,16038,1074
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,16080,16145,65
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,16147,16170,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,16256,16298,42
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,16334,16385,51
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,16499,16540,41
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,16541,16578,37
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,16587,16626,39
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,16631,16668,37
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,16769,16860,91
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,16904,16935,31
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,16961,17051,90
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,17060,17109,49
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,17110,17153,43
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,17168,17190,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,17214,17241,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,17243,17265,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,17284,17327,43
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,17356,17535,179
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,17537,17579,42
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,17596,17626,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,17681,17733,52
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,17762,17806,44
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,17843,17885,42
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,17886,17921,35
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,17933,17973,40
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,17983,18191,208
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,18197,18234,37
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,18243,18294,51
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,18356,18408,52
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,18409,18431,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,18448,18472,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,18502,18619,117
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,18625,18666,41
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,18668,18718,50
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,18724,18876,152
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,18879,18924,45
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,18930,18964,34
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,18993,19017,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19018,19047,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19053,19086,33
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19104,19152,48
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19170,19288,118
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19289,19345,56
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19346,19395,49
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19400,19510,110
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19537,19583,46
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19584,19613,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19665,19699,34
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19700,19727,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19775,19838,63
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19839,19863,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19864,19896,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19903,19935,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,19966,20046,80
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,20125,20231,106
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,20247,20390,143
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,20392,20435,43
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,20510,20581,71
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,20582,20661,79
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,20665,20692,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,20714,20753,39
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,20818,20905,87
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,20920,20955,35
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,20980,21007,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,21017,21229,212
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,21241,21314,73
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,21325,21381,56
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,21382,21411,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,21453,21505,52
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,21537,21577,40
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,21578,23755,2177
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,23767,23798,31
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,23862,23889,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,23910,23934,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,23989,24031,42
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,24106,24147,41
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,24155,24181,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,24211,24266,55
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,24272,24300,28
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,24384,24443,59
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,24487,24510,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,24533,24565,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,24668,24759,91
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,24802,24843,41
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,24844,24880,36
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,24881,24930,49
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,24963,25009,46
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,25053,25111,58
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,25162,25277,115
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,25290,25316,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,25346,25375,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,25411,25443,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,25449,25474,25
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,25511,25686,175
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,25707,25829,122
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,25830,25857,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,25883,25910,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,25964,26065,101
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,26106,26195,89
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,26202,26268,66
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,26297,26349,52
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,26364,26391,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,26405,26435,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,26456,26486,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,26501,26531,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,26543,26573,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,26583,26615,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,26616,26727,111
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,26728,26767,39
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,26772,26796,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,26810,26837,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,26907,27044,137
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,27046,27086,40
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,27092,27130,38
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,27158,27192,34
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,27215,27244,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,27254,27295,41
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,27314,27355,41
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,27378,27469,91
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,27470,27517,47
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,27533,27565,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,27567,27638,71
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,27656,27692,36
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,27714,27763,49
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,27792,28537,745
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,28549,28571,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,28583,28620,37
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,28634,28671,37
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,28695,28767,72
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,28796,28825,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,28841,28894,53
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,28916,28942,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,28949,28974,25
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,28999,29029,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,29030,29087,57
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,29101,29132,31
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,29147,29215,68
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,29240,29318,78
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,29361,29492,131
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,29493,29549,56
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,29550,29588,38
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,29595,29617,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,29643,29692,49
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,29725,29795,70
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,29796,29833,37
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,29881,29905,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,29908,29938,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,29947,29971,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,29992,30060,68
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,30082,30106,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,30135,30255,120
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,30257,30333,76
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,30356,30395,39
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,30487,30521,34
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,30555,30590,35
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,30662,30726,64
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,30727,30750,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,30752,30801,49
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,30821,30857,36
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,30876,30899,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,30912,30963,51
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,30967,31090,123
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,31095,32922,1827
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,32924,32947,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,32948,32990,42
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,32992,33024,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33072,33116,44
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33136,33161,25
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33173,33198,25
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33210,33242,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33285,33345,60
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33361,33415,54
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33416,33439,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33440,33498,58
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33499,33578,79
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33579,33609,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33618,33661,43
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33667,33690,23
